image,model,plate,detection_confidence,time_ms,detected,ocr_success
vehicle_6.jpg,YOLO11 + EasyOCR,,0.9264199733734131,406.58840000000396,1,0
vehicle_60.jpg,YOLO11 + EasyOCR,136627,0.9240853190422058,396.54159999997773,1,1
vehicle_61.jpg,YOLO11 + EasyOCR,,0.8587679862976074,422.8456000000165,1,0
vehicle_62.jpg,YOLO11 + EasyOCR,,0.9106979370117188,408.9025000000106,1,0
vehicle_63.jpg,YOLO11 + EasyOCR,,0.9288882613182068,320.4217999999912,1,0
vehicle_64.jpg,YOLO11 + EasyOCR,,0.9161891937255859,284.25920000000815,1,0
vehicle_65.jpg,YOLO11 + EasyOCR,,0.9215212464332581,394.29089999998723,1,0
vehicle_66.jpg,YOLO11 + EasyOCR,,0.9342705607414246,357.4684000000161,1,0
vehicle_67.jpg,YOLO11 + EasyOCR,,0.9306561350822449,366.74739999997996,1,0
vehicle_68.jpg,YOLO11 + EasyOCR,,0.927788257598877,415.0825000000111,1,0
vehicle_69.jpg,YOLO11 + EasyOCR,,0.9302593469619751,474.1768000000093,1,0
vehicle_7.jpg,YOLO11 + EasyOCR,,0.917107880115509,424.6494999999868,1,0
vehicle_70.jpg,YOLO11 + EasyOCR,,0.9384926557540894,456.5537000000006,1,0
vehicle_71.jpg,YOLO11 + EasyOCR,,0.9229811429977417,305.1882999999975,1,0
vehicle_72.jpg,YOLO11 + EasyOCR,,0.9323599934577942,423.80549999998607,1,0
vehicle_73.jpg,YOLO11 + EasyOCR,JWETU,0.930482029914856,359.74249999998165,1,1
vehicle_74.jpg,YOLO11 + EasyOCR,,0.9288625717163086,305.4324000000008,1,0
vehicle_75.jpg,YOLO11 + EasyOCR,,0.9226253032684326,325.8730999999955,1,0
vehicle_8.jpg,YOLO11 + EasyOCR,,0,373.82429999999545,0,0
vehicle_9.jpg,YOLO11 + EasyOCR,,0.8625103831291199,359.0947000000142,1,0
